,회원번호,회원상태,성별,나이,등록카드,결혼,구독여부,주소지,세부주소지
53,38933312,정상회원,여,65,롯데카드,,False,경상남도,창원시
54,38955584,정상회원,여,56,롯데카드,기혼,False,인천광역시,남동구
55,38959296,정상회원,여,49,하나은행,기혼,False,부산광역시,수영구
56,38968576,정상회원,여,65,국민은행,,False,경기도,수원시
57,39053952,정상회원,여,52,국민은행,기혼,,부산광역시,부산진구
58,39284096,정상회원,여,47,농협중앙회,기혼,False,서울특별시,서대문구
59,39287808,정상회원,여,40,국민은행,,False,제주특별자치도,제주시
60,39376896,정상회원,여,44,BC카드,기혼,False,인천광역시,부평구
61,39382464,정상회원,여,42,연결앱결제,기혼,False,부산광역시,부산진구
62,39547648,정상회원,여,53,농협중앙회,기혼,,경상북도,울진군
63,39640448,정상회원,여,39,연결앱결제,기혼,,부산광역시,부산진구
64,39653440,정상회원,여,70,연결앱결제,,False,전라북도,전주시
65,39820480,정상회원,여,61,국민은행,기혼,True,경기도,수원시
66,39955968,정상회원,여,65,신한은행,,False,경상남도,사천시
67,40124864,정상회원,여,48,연결앱결제,기혼,False,강원도,인제군
68,40822720,정상회원,여,47,신한은행,기혼,False,대전광역시,서구
69,40898816,정상회원,여,49,하나은행,기혼,False,경기도,김포시
70,40969344,정상회원,여,55,우체국,,False,전라남도,목포시
71,41104832,정상회원,여,44,국민은행,기혼,False,충청남도,천안시
72,41307136,정상회원,여,45,신한은행,기혼,False,부산광역시,수영구
73,41396224,정상회원,여,54,롯데카드,기혼,False,경기도,시흥시
74,41600384,정상회원,여,58,신한은행,,False,광주광역시,서구
75,41739584,정상회원,여,51,롯데카드,,True,울산광역시,북구
76,41754432,정상회원,여,63,연결앱결제,,True,대구광역시,달서구
77,42058816,정상회원,여,48,하나은행,,False,서울특별시,서초구
78,42097792,정상회원,여,45,롯데카드,기혼,False,경기도,용인시
79,42140480,정상회원,여,39,연결앱결제,기혼,False,인천광역시,부평구
80,42307520,정상회원,여,45,BC카드,,False,부산광역시,서구
81,42402176,정상회원,여,40,농협중앙회,기혼,False,서울특별시,양천구
82,42474560,정상회원,여,42,신한은행,,,울산광역시,울주군
83,42955264,정상회원,여,59,농협중앙회,기혼,False,제주특별자치도,서귀포시
84,43343168,정상회원,여,49,롯데카드,,True,광주광역시,서구
85,43426688,정상회원,여,47,신한은행,,False,부산광역시,부산진구
86,43872128,정상회원,여,50,신한은행,기혼,False,인천광역시,남동구
87,43924096,정상회원,여,44,광주은행,기혼,False,서울특별시,광진구
88,44076288,정상회원,여,52,연결앱결제,기혼,False,전라남도,목포시
89,44486464,정상회원,여,41,우리은행,,True,경기도,성남시
90,44620096,정상회원,여,44,국민은행,,False,경상남도,창원시
91,44666496,정상회원,여,39,신한은행,,False,부산광역시,사하구
92,44844672,정상회원,여,48,우리은행,,False,경기도,수원시
93,45022848,정상회원,남,51,국민은행,,False,경상북도,포항시
94,45364352,정상회원,여,48,롯데카드,기혼,False,경기도,오산시
95,45520256,정상회원,여,53,연결앱결제,,False,경기도,용인시
96,45932288,정상회원,여,43,하나은행,미혼,True,부산광역시,금정구
97,46038080,정상회원,여,43,농협중앙회,,False,울산광역시,울주군
98,46056640,정상회원,여,47,신한카드,,False,전라북도,익산시
99,46348032,정상회원,여,45,국민카드,기혼,False,서울특별시,서대문구
100,46487232,정상회원,여,45,롯데카드,기혼,False,경기도,파주시
101,46568896,정상회원,여,47,연결앱결제,,False,서울특별시,강서구
102,46752640,정상회원,여,54,롯데카드,,False,대전광역시,서구
103,46995776,정상회원,여,43,롯데카드,,False,인천광역시,부평구
104,47663936,정상회원,여,54,기업은행,미혼,True,경기도,포천시
105,48088960,정상회원,여,44,신한은행,,False,전라남도,목포시
106,48183616,정상회원,여,42,신한은행,미혼,False,경기도,평택시
107,48296832,정상회원,여,43,농협중앙회,기혼,False,서울특별시,강남구
108,48398912,정상회원,여,50,신한카드,기혼,False,경기도,평택시
109,48590080,정상회원,여,44,하나은행,기혼,False,전라북도,전주시
110,48638336,정상회원,여,59,하나은행,기혼,False,울산광역시,울주군
111,48859200,정상회원,남,33,국민은행,기혼,False,충청북도,증평군
112,49035520,정상회원,여,50,삼성카드,미혼,False,경상남도,거제시
113,49083776,정상회원,여,69,연결앱결제,기혼,False,서울특별시,마포구
114,49178432,정상회원,남,61,국민카드,,False,부산광역시,사하구
115,49742656,정상회원,여,38,국민은행,기혼,False,충청북도,진천군
116,50290176,정상회원,여,44,BC카드,미혼,False,전라남도,순천시
117,50650240,정상회원,여,47,롯데카드,미혼,True,부산광역시,기장군
118,50776448,정상회원,여,56,우리은행,미혼,,경상북도,안동시
119,50793152,정상회원,여,72,농협중앙회,미혼,False,부산광역시,남구
120,50798720,정상회원,여,45,새마을금고,,False,대전광역시,서구
121,51142080,정상회원,여,49,국민카드,기혼,False,울산광역시,중구
122,51182912,정상회원,남,66,신한은행,기혼,,대구광역시,수성구
123,51184768,정상회원,남,56,롯데카드,기혼,False,인천광역시,중구
124,51203328,정상회원,남,58,신협중앙회,미혼,False,부산광역시,영도구
125,51207040,정상회원,남,43,BC카드,기혼,False,경기도,안산시
126,51574528,정상회원,여,36,신한은행,,False,경기도,수원시
127,51897472,정상회원,여,62,BC카드,기혼,False,경상남도,거제시
128,51927168,탈퇴,여,39,신한은행,기혼,False,경기도,화성시
129,52420864,정상회원,여,40,우체국,,,충청북도,보은군
130,52450560,정상회원,여,43,롯데카드,기혼,,경기도,부천시
131,52480256,정상회원,여,47,우리은행,기혼,True,대구광역시,중구
132,52515520,정상회원,여,65,롯데카드,,False,대구광역시,달서구
133,52519232,정상회원,여,42,농협중앙회,,True,대구광역시,달성군
134,52534080,정상회원,여,43,농협중앙회,,False,충청북도,증평군
135,52558208,정상회원,여,59,BC카드,,True,전라북도,전주시
136,52606464,정상회원,여,46,연결앱결제,,False,경상남도,창원시
137,52767936,정상회원,여,44,신한은행,기혼,,경상남도,거제시
138,52777216,정상회원,여,41,롯데카드,,False,대전광역시,중구
139,52792064,정상회원,여,45,부산은행,,,경기도,시흥시
140,52821760,정상회원,여,59,연결앱결제,,False,충청북도,보은군
141,52879296,정상회원,여,48,국민카드,기혼,False,경기도,수원시
142,52886720,정상회원,여,51,연결앱결제,,True,충청북도,청주시
143,52903424,정상회원,여,40,삼성카드,미혼,False,서울특별시,노원구
144,52931264,정상회원,여,42,대구은행,,False,부산광역시,남구
145,52953536,정상회원,여,54,기업은행,기혼,False,경상남도,진주시
146,53105728,정상회원,여,44,국민은행,,True,경기도,성남시
147,53157696,정상회원,여,50,국민은행,기혼,True,경상남도,김해시
148,53165120,정상회원,여,69,연결앱결제,,True,경상남도,진주시
149,53345152,정상회원,여,39,우리은행,,,충청북도,청주시
150,53361856,탈퇴,여,43,신한은행,미혼,False,경기도,시흥시
151,53365568,정상회원,여,41,농협중앙회,미혼,False,경상북도,경산시
152,53367424,정상회원,여,56,연결앱결제,기혼,False,충청남도,당진시
153,53372992,정상회원,여,45,국민은행,,True,경기도,고양시
154,53382272,정상회원,여,44,하나은행,,False,경상남도,진주시
155,53384128,정상회원,남,42,롯데카드,기혼,False,경상북도,구미시
156,53432384,정상회원,여,64,롯데카드,,False,경기도,부천시
157,53465792,정상회원,여,59,우리은행,,False,전라북도,군산시
158,53543744,정상회원,여,47,롯데카드,,False,인천광역시,계양구
159,53766464,정상회원,여,43,신한은행,기혼,,광주광역시,서구
160,53844416,정상회원,여,46,하나은행,,False,서울특별시,송파구
161,53848128,정상회원,남,77,우리은행,,,전라북도,익산시
162,53874112,정상회원,여,43,기업은행,기혼,True,대구광역시,북구
163,53905664,정상회원,여,45,광주은행,기혼,False,강원도,동해시
164,53942784,정상회원,여,41,농협중앙회,기혼,False,경상북도,경주시
165,54067136,정상회원,여,44,BC카드,기혼,True,경상북도,포항시
166,54078272,정상회원,여,43,롯데카드,,False,부산광역시,연제구
167,54109824,정상회원,여,62,신한은행,,False,광주광역시,광산구
168,54119104,정상회원,여,43,신한은행,기혼,True,세종특별자치시,대평3길
169,54256448,정상회원,여,40,국민은행,,False,부산광역시,부산진구
170,54408640,정상회원,여,48,국민은행,,False,경기도,남양주시
171,54416064,정상회원,여,60,롯데카드,,True,경상남도,양산시
172,54603520,정상회원,여,42,우체국,,False,인천광역시,부평구
173,54605376,정상회원,여,63,롯데카드,,False,울산광역시,동구
174,54612800,정상회원,여,42,롯데카드,기혼,False,경기도,시흥시
175,54616512,정상회원,여,49,하나은행,미혼,False,부산광역시,동래구
176,54623936,정상회원,여,72,현대카드,기혼,False,인천광역시,남동구
177,54907904,탈퇴,여,48,국민은행,기혼,False,전라남도,영광군
178,54911616,정상회원,여,46,광주은행,미혼,,충청북도,청주시
179,54954304,정상회원,여,44,국민은행,,False,경기도,의정부시
180,55204864,정상회원,남,81,연결앱결제,기혼,False,경기도,양주시
181,55455424,정상회원,남,53,롯데카드,기혼,True,서울특별시,동대문구
182,55535232,정상회원,여,41,국민카드,기혼,False,강원도,태백시
183,55548224,정상회원,남,69,현대카드,,False,경기도,의정부시
184,55557504,정상회원,여,41,SC제일은행,기혼,False,충청북도,증평군
185,55835904,탈퇴,여,45,농협중앙회,기혼,False,서울특별시,도봉구
186,55947264,정상회원,여,45,국민은행,미혼,False,제주특별자치도,제주시
187,55988096,정상회원,남,69,현대카드,기혼,True,강원도,원주시
188,56470656,정상회원,여,61,SC제일은행,미혼,False,경기도,수원시
189,56507776,정상회원,여,65,국민은행,,False,경상남도,진주시
190,56511488,정상회원,여,52,국민은행,,False,대구광역시,중구
191,56528192,정상회원,여,57,국민은행,,False,울산광역시,울주군
192,56530048,정상회원,여,51,기업은행,기혼,,경기도,용인시
193,56567168,정상회원,여,42,농협중앙회,미혼,False,경상남도,거제시
194,56570880,정상회원,여,56,신한은행,,True,경상남도,김해시
195,56576448,정상회원,여,51,연결앱결제,,False,제주특별자치도,서귀포시
196,56646976,정상회원,여,58,롯데카드,,,충청남도,서산시
197,56648832,정상회원,여,43,농협중앙회,기혼,,충청남도,천안시
198,56674816,정상회원,여,52,연결앱결제,,False,경기도,용인시
199,56747200,정상회원,여,58,우리은행,기혼,True,경기도,광주시
200,57105408,정상회원,여,42,삼성카드,,False,부산광역시,사하구
201,57209344,정상회원,여,47,롯데카드,기혼,False,전라북도,군산시
202,57250176,정상회원,여,58,새마을금고,기혼,False,경기도,용인시
203,57272448,정상회원,여,58,연결앱결제,,False,경기도,평택시
204,57331840,정상회원,여,70,신한카드,미혼,True,대구광역시,달서구
205,57359680,정상회원,여,48,신한은행,,False,부산광역시,연제구
206,57424640,정상회원,여,70,신한은행,,False,경상북도,포항시
207,57471040,정상회원,여,58,롯데카드,미혼,False,부산광역시,기장군
208,57727168,정상회원,여,43,국민은행,,,대전광역시,중구
209,57797696,정상회원,여,39,롯데카드,기혼,False,부산광역시,강서구
210,58037120,정상회원,여,58,롯데카드,기혼,False,경상북도,경산시
211,58068672,정상회원,여,42,롯데카드,,,서울특별시,동작구
212,58074240,정상회원,여,49,국민카드,,True,강원도,강릉시
213,58122496,정상회원,여,49,국민은행,,False,경상북도,구미시
214,58256128,정상회원,여,50,신한은행,,False,충청남도,아산시
215,58480704,정상회원,여,65,새마을금고,기혼,False,세종특별자치시,조치원읍
216,58484416,정상회원,여,51,하나은행,,False,경상남도,김해시
217,58491840,정상회원,여,47,롯데카드,,False,충청남도,아산시
218,58545664,정상회원,여,43,국민은행,,True,경상북도,김천시
219,58560512,정상회원,여,53,농협중앙회,,False,서울특별시,은평구
220,58805504,정상회원,여,38,연결앱결제,기혼,True,경상남도,진주시
221,59011520,정상회원,여,47,국민카드,기혼,False,경상북도,구미시
222,59046784,정상회원,여,42,외환은행,기혼,,부산광역시,해운대구
223,59083904,정상회원,여,68,연결앱결제,기혼,,서울특별시,동대문구
224,59516352,정상회원,여,40,우리은행,기혼,,광주광역시,서구
225,59709376,정상회원,여,69,우리은행,기혼,False,제주특별자치도,제주시
226,59727936,정상회원,여,39,국민카드,미혼,False,인천광역시,연수구
227,59755776,정상회원,여,54,농협중앙회,미혼,True,부산광역시,부산진구
228,59759488,정상회원,여,61,하나은행,기혼,,인천광역시,서구
229,59774336,정상회원,남,65,우리은행,기혼,False,부산광역시,금정구
230,60210496,정상회원,여,45,신한은행,기혼,False,울산광역시,북구
231,60275456,정상회원,여,41,BC카드,,False,부산광역시,북구
232,60277312,정상회원,여,39,기업은행,기혼,False,경기도,오산시
233,60312576,정상회원,여,43,하나은행,,False,전라북도,군산시
234,60314432,정상회원,여,42,롯데카드,기혼,False,경상남도,양산시
235,60654080,정상회원,여,56,연결앱결제,,False,경기도,용인시
236,60802560,정상회원,여,51,연결앱결제,기혼,False,경기도,안성시
237,60895360,정상회원,여,48,롯데카드,,True,인천광역시,남동구
238,60912064,정상회원,여,40,농협중앙회,,False,경상북도,울진군
239,60926912,정상회원,여,38,롯데카드,,False,울산광역시,남구
240,60956608,정상회원,여,38,롯데카드,,False,부산광역시,기장군
241,60984448,정상회원,여,69,국민은행,,,서울특별시,송파구
242,61197888,정상회원,여,58,국민은행,,False,경기,고양시
243,61201600,정상회원,여,39,국민은행,기혼,False,전라북도,남원시
244,61203456,정상회원,여,73,우리은행,기혼,False,대전광역시,동구
245,61216448,정상회원,여,51,롯데카드,미혼,False,인천광역시,계양구
246,61220160,정상회원,여,67,농협중앙회,미혼,False,경기도,용인시
247,61223872,정상회원,여,47,롯데카드,미혼,True,전라남도,목포시
248,61424320,정상회원,여,71,현대카드,기혼,False,부산광역시,서구
249,61426176,정상회원,여,66,롯데카드,미혼,False,서울특별시,강남구
250,61441024,정상회원,여,58,우리은행,미혼,,경상북도,구미시
251,61442880,정상회원,여,61,국민은행,기혼,True,전라남도,목포시
252,61452160,정상회원,여,72,우리은행,기혼,,전라북도,전주시
253,61541248,정상회원,여,59,롯데카드,미혼,False,부산광역시,부산진구
254,61546816,정상회원,여,67,기업은행,기혼,True,부산광역시,부산진구
255,61548672,정상회원,여,71,국민은행,미혼,,경상북도,경산시
256,61652608,정상회원,여,62,우리은행,미혼,,전라남도,여수시
257,61713856,정상회원,여,60,미래에셋증권,미혼,False,강원도,춘천시
258,61750976,정상회원,여,68,국민은행,미혼,False,경상남도,양산시
259,61763968,정상회원,여,69,농협중앙회,미혼,True,전라북도,군산시
260,61867904,정상회원,여,58,BC카드,기혼,False,전라북도,군산시
261,62012672,정상회원,여,59,연결앱결제,기혼,False,전라남도,순천시
262,62261376,정상회원,여,69,현대카드,기혼,False,경상남도,거제시
263,62326336,정상회원,여,54,광주은행,미혼,,부산광역시,남구
264,62341184,정상회원,여,60,우체국,미혼,False,대전광역시,서구
265,62343040,정상회원,여,59,하나은행,미혼,False,대구광역시,남구
266,62361600,정상회원,여,55,하나은행,미혼,False,강원도,삼척시
267,62426560,정상회원,여,59,기업은행,미혼,False,대구광역시,수성구
268,62615872,정상회원,여,58,연결앱결제,미혼,False,경기도,부천시
269,62686400,정상회원,여,55,경남은행,미혼,False,경기,고양시
270,62688256,정상회원,여,56,연결앱결제,미혼,False,경기도,이천시
271,62704960,정상회원,여,64,신한은행,미혼,False,서울특별시,서초구
272,62716096,정상회원,여,59,연결앱결제,미혼,,경기도,양주시
273,62743936,정상회원,여,70,광주은행,기혼,False,경상북도,경산시
274,63308160,정상회원,여,67,신한카드,미혼,True,부산광역시,북구
275,63553152,정상회원,여,64,신한은행,기혼,False,세종특별자치시,보듬3로
276,63655232,정상회원,여,65,연결앱결제,기혼,False,경기도,안산시
277,63722048,정상회원,여,58,국민은행,미혼,,서울특별시,강남구
278,63723904,정상회원,여,53,농협중앙회,미혼,False,충청남도,천안시
279,63796288,정상회원,여,61,광주은행,미혼,True,전라북도,익산시
280,63967040,정상회원,여,72,부산은행,미혼,False,전라남도,순천시
281,64004160,정상회원,여,57,국민은행,미혼,False,경상북도,경산시
282,64295552,정상회원,여,45,하나은행,미혼,True,경상남도,거제시
283,64306688,정상회원,여,63,롯데카드,기혼,,서울특별시,강남구
284,64330816,정상회원,여,57,농협중앙회,미혼,False,경상북도,포항시
285,64460736,정상회원,여,63,우리은행,미혼,False,대구광역시,북구
286,64483008,정상회원,여,57,롯데카드,미혼,False,경기도,시흥시
287,64586944,정상회원,여,54,연결앱결제,미혼,False,대전광역시,서구
288,64679744,정상회원,여,72,롯데카드,기혼,False,전라남도,순천시
289,64859776,정상회원,여,53,신한은행,미혼,False,광주광역시,서구
290,64861632,정상회원,여,54,롯데카드,미혼,False,강원도,태백시
291,64921024,정상회원,여,64,신한은행,미혼,False,경기도,안산시
292,64972992,정상회원,여,56,우리은행,기혼,False,대구광역시,수성구
293,65036096,정상회원,여,55,롯데카드,미혼,False,경상남도,양산시
294,65130752,정상회원,여,64,롯데카드,기혼,,전라남도,목포시
295,65290368,정상회원,여,55,롯데카드,미혼,False,광주광역시,광산구
296,65511232,정상회원,여,67,신한은행,기혼,False,제주특별자치도,제주시
297,65514944,정상회원,여,44,신한은행,미혼,False,전라북도,군산시
298,65527936,정상회원,여,42,하나은행,미혼,False,경기도,용인시
299,65548352,정상회원,여,41,우리은행,미혼,False,울산광역시,남구
300,65639296,정상회원,남,53,우리은행,기혼,False,부산광역시,동래구
301,65650432,정상회원,여,37,우리은행,기혼,False,경상북도,구미시
302,65873152,정상회원,여,58,기업은행,미혼,False,경기도,수원시
303,65888000,정상회원,여,38,국민은행,기혼,False,충청북도,음성군
304,65900992,정상회원,여,41,롯데카드,미혼,False,서울특별시,노원구
305,65906560,정상회원,여,47,농협중앙회,미혼,True,경기도,화성시
306,66053184,정상회원,여,43,우리은행,미혼,False,부산광역시,기장군
307,66201664,정상회원,여,59,신한은행,미혼,True,부산광역시,사하구
308,66205376,정상회원,여,40,우리은행,미혼,False,서울특별시,마포구
309,66285184,정상회원,여,52,우리은행,미혼,False,경상남도,거제시
310,66472640,정상회원,여,43,롯데카드,미혼,False,경상북도,구미시
311,66474496,정상회원,여,42,새마을금고,미혼,False,전라북도,군산시
312,66478208,정상회원,여,50,연결앱결제,기혼,True,전라북도,전주시
313,66485632,정상회원,여,46,기업은행,기혼,False,부산광역시,동래구
314,66810432,정상회원,여,58,신한카드,미혼,False,대구광역시,달서구
315,67105536,정상회원,여,60,부산은행,,False,강원도,원주시
316,67109248,정상회원,여,52,우리은행,,False,경기도,시흥시
317,67185344,정상회원,여,61,BC카드,기혼,True,인천광역시,남동구
318,67189056,정상회원,여,49,신한카드,기혼,True,서울특별시,강서구
319,67202048,정상회원,여,53,신한카드,,,전라북도,군산시
320,67302272,정상회원,여,59,국민카드,,False,강원도,태백시
321,67367232,정상회원,여,73,농협중앙회,기혼,True,경기도,수원시
322,67448896,정상회원,여,62,외환은행,미혼,,부산광역시,연제구
323,67556544,정상회원,여,61,농협중앙회,,False,서울특별시,동작구
324,67563968,정상회원,여,61,우리은행,,False,울산광역시,울주군
325,67601088,정상회원,여,76,우리은행,,False,충청남도,서산시
326,67602944,정상회원,여,61,국민은행,,False,서울특별시,강북구
327,67634496,탈퇴,여,65,롯데카드,기혼,False,강원도,삼척시
328,67705024,정상회원,여,62,기업은행,미혼,,경상남도,김해시
329,67821952,정상회원,여,57,기업은행,,,대구광역시,동구
330,67987136,정상회원,여,55,신한은행,미혼,False,부산광역시,사하구
331,68027968,정상회원,여,43,롯데카드,,True,경기도,의정부시
332,68200576,정상회원,여,52,우리은행,,False,서울특별시,노원구
333,68276672,정상회원,남,63,현대카드,,False,경기도,성남시
334,68310080,정상회원,여,60,우리은행,기혼,False,전라남도,여수시
335,68452992,정상회원,여,66,외환은행,미혼,True,경기도,여주시
336,68506816,정상회원,여,65,신한은행,기혼,,경기도,수원시
337,68891008,정상회원,여,56,신한은행,기혼,False,경상남도,창원시
338,68976384,정상회원,여,51,연결앱결제,미혼,False,경기도,안산시
339,69199104,정상회원,여,53,연결앱결제,,False,경기도,하남시
340,69319744,정상회원,여,53,연결앱결제,,False,부산광역시,강서구
341,69403264,정상회원,여,56,우리은행,,True,충청북도,제천시
342,69455232,정상회원,여,65,연결앱결제,,False,서울특별시,은평구
343,69457088,정상회원,여,60,농협중앙회,,False,경기도,안산시
344,69501632,탈퇴,여,59,롯데카드,기혼,True,충청북도,제천시
345,69503488,탈퇴,여,76,신한은행,기혼,False,경상남도,밀양시
346,69642688,정상회원,여,68,롯데카드,미혼,,강원도,춘천시
347,69731776,정상회원,여,59,하나은행,,,부산광역시,해운대구
348,69750336,정상회원,여,60,농협중앙회,기혼,,경기도,용인시
349,69785600,정상회원,여,45,SC제일은행,,True,경상남도,거제시
350,69804160,정상회원,여,58,기업은행,,False,대전광역시,유성구
351,69950784,정상회원,여,49,SC제일은행,기혼,False,부산광역시,부산진구
352,70284864,정상회원,여,52,BC카드,미혼,,부산광역시,해운대구
353,70305280,정상회원,여,40,농협중앙회,,False,경기도,고양시
354,70698752,정상회원,여,83,롯데카드,,,경상남도,양산시
355,70960448,정상회원,여,61,농협중앙회,,False,경상북도,안동시
356,70988288,정상회원,여,62,롯데카드,,False,대전광역시,중구
357,71056960,정상회원,여,47,연결앱결제,기혼,False,부산광역시,동래구
358,71092224,정상회원,여,58,국민은행,,False,경상북도,상주시
359,71355776,정상회원,여,40,롯데카드,미혼,False,경상북도,경산시
360,71465280,정상회원,여,60,기업은행,미혼,False,부산광역시,해운대구
361,71489408,정상회원,여,55,신한카드,미혼,False,전라북도,전주시
362,71535808,정상회원,여,55,BC카드,미혼,False,서울특별시,강남구
363,71678720,정상회원,여,52,우리은행,미혼,False,서울특별시,강서구
364,71767808,정상회원,여,57,롯데카드,미혼,False,경기도,수원시
365,71901440,정상회원,여,48,신한은행,미혼,False,충청북도,음성군
366,72131584,정상회원,여,69,기업은행,미혼,False,부산광역시,동래구
367,72168704,정상회원,여,44,BC카드,미혼,False,경상남도,거제시
368,72202112,정상회원,여,52,우리은행,미혼,False,경기도,화성시
369,72454528,정상회원,여,43,롯데카드,미혼,,울산광역시,남구
370,72796032,정상회원,여,39,농협중앙회,미혼,False,부산광역시,부산진구
371,72805312,정상회원,여,44,신한카드,미혼,False,부산광역시,강서구
372,73217344,정상회원,여,43,연결앱결제,미혼,False,세종특별자치시,조치원읍
373,73222912,정상회원,여,40,국민은행,미혼,False,경상남도,양산시
374,73258176,정상회원,여,47,기업은행,미혼,True,서울특별시,강서구
375,73260032,정상회원,여,39,BC카드,미혼,False,울산광역시,울주군
376,73265600,정상회원,여,48,농협중앙회,미혼,False,서울특별시,마포구
377,73545856,정상회원,여,47,광주은행,미혼,False,충청남도,홍성군
378,73551424,정상회원,여,49,롯데카드,미혼,,울산광역시,북구
379,73553280,정상회원,여,47,국민은행,미혼,False,서울특별시,강남구
380,73885504,정상회원,여,45,농협중앙회,미혼,,세종특별자치시,조치원읍
381,74137920,정상회원,여,40,롯데카드,미혼,False,광주광역시,서구
382,74147200,정상회원,여,46,롯데카드,미혼,,경기도,수원시
383,74169472,정상회원,여,71,롯데카드,미혼,False,제주특별자치도,서귀포시
384,74175040,정상회원,여,63,신한카드,미혼,False,경상남도,거창군
385,74188032,정상회원,여,42,국민은행,미혼,False,부산광역시,금정구
386,74201024,정상회원,여,40,농협중앙회,기혼,True,서울특별시,강남구
387,74425600,정상회원,여,48,신한은행,기혼,False,부산광역시,해운대구
388,74470144,정상회원,여,44,새마을금고,미혼,False,대전광역시,서구
389,74562944,정상회원,여,52,신한은행,미혼,False,경상북도,경산시
390,74566656,정상회원,여,44,국민은행,미혼,False,서울특별시,동대문구
391,74824640,정상회원,여,47,우리은행,미혼,False,광주광역시,광산구
392,75381440,정상회원,여,79,롯데카드,기혼,False,부산광역시,남구
393,75403712,정상회원,여,57,농협중앙회,기혼,False,경기도,이천시
394,75438976,정상회원,여,58,연결앱결제,미혼,False,전라북도,전주시
395,75596736,정상회원,여,53,신한카드,미혼,False,충청남도,천안시
396,75730368,정상회원,여,62,경남은행,미혼,,서울특별시,강북구
397,76160960,정상회원,여,31,신협중앙회,기혼,False,대전광역시,대덕구
398,76498752,정상회원,여,63,농협중앙회,미혼,False,경기도,고양시
